int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,41,185,0,0,3
1,0,1,41,185,0,0,3
1,0,0,41,47,0,0,2
1,0,1,41,47,0,0,2
1,0,0,41,41,0,0,1
1,0,1,41,41,0,0,1
1,0,0,41,202,0,1,0
1,0,0,41,202,0,1,0
1,0,0,41,202,0,1,0
0,0,0,41,202,0,1,0
0,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
0,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
0,0,0,41,185,0,1,0
0,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
0,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
1,0,0,41,185,0,1,0
