int rst_n,int wr_en,int rd_en,int din,int dout,int full,int empty,int count
1,0,0,88,142,0,0,6
1,1,1,173,142,0,0,6
1,0,0,173,191,0,0,6
1,1,1,156,191,0,0,6
1,0,0,156,177,0,0,6
0,0,0,156,177,0,0,6
0,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,0,0,156,173,0,1,0
1,1,0,94,173,0,1,0
1,0,0,94,94,0,0,1
1,0,1,94,94,0,0,1
1,0,0,94,156,0,1,0
1,0,0,94,156,0,1,0
1,0,0,94,156,0,1,0
1,0,0,94,156,0,1,0
1,0,0,94,156,0,1,0
1,0,0,94,156,0,1,0
1,1,0,92,156,0,1,0
1,0,0,92,92,0,0,1
1,0,0,92,92,0,0,1
1,0,0,92,92,0,0,1
1,1,1,10,92,0,0,1
1,0,0,10,10,0,0,1
1,0,0,10,10,0,0,1
1,0,0,10,10,0,0,1
0,0,0,10,10,0,0,1
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
0,0,0,10,94,0,1,0
0,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,0,0,10,94,0,1,0
1,1,0,195,94,0,1,0
1,0,0,195,195,0,0,1
1,1,0,253,195,0,0,1
1,0,0,253,195,0,0,2
1,1,0,171,195,0,0,2
1,0,0,171,195,0,0,3
0,0,0,171,195,0,0,3
1,0,0,171,195,0,1,0
1,0,0,171,195,0,1,0
1,0,0,171,195,0,1,0
1,0,0,171,195,0,1,0
1,1,0,146,195,0,1,0
1,0,0,146,146,0,0,1
1,1,0,234,146,0,0,1
1,0,0,234,146,0,0,2
1,1,0,123,146,0,0,2
