int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
0,7228,13824,21052,0,0
9,21917,12,5,0,0
30,52758,15,1,1,0
34,26293,24,26293,1,0
