int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
33,17193,52732,52732,0,0
10,43206,11,88485888,0,0
31,48690,56599,48690,1,0
1,16574,17732,4294966138,0,0
9,44027,24,0,0,0
33,36982,23225,36982,1,0
8,45745,37291,22,0,0
