int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
8,1753,50893,0,0,0
31,37159,28,28,0,0
25,22636,53707,1,1,0
25,2894,14,0,0,0
27,60007,48640,1,1,0
10,59107,24,3808428032,0,0
