int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
4,16925,60274,16912,0,0
27,3509,9,1,1,0
27,60480,26,1,1,0
8,23941,1,11970,0,0
32,59311,63431,59311,1,0
4,45130,31,10,0,0
34,53779,26574,53779,1,0
29,26725,26,0,0,0
