int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
34,7204,19311,19311,0,0
32,64024,23,23,0,0
30,4936,2,1,1,0
30,6192,7,1,1,0
