int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
0,62345,62793,125138,0,0
8,39022,10315,19,0,0
27,61277,5,1,1,0
9,50883,42015,0,0,0
