int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
2,54297,56453,2204,0,0
32,50658,18,18,0,0
34,1855,22,1855,1,0
0,63074,57470,120544,0,0
