int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
9,18264,55771,0,0,0
34,28543,26,28543,1,0
33,36708,13453,36708,1,0
3,53719,20,53719,0,0
