int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
29,19435,32337,0,0,0
3,54509,36684,57325,0,0
30,63923,48568,1,1,0
1,54080,48907,5173,0,0
