int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
3,3085,4077,4077,0,0
9,63116,12,15,0,0
34,46000,1,46000,1,0
3,43974,28394,61422,0,0
8,30326,49559,0,0,0
0,11586,8516,20102,0,0
34,65021,13,65021,1,0
8,62990,1643,30,0,0
2,23314,24337,1027,0,0
26,48826,8,0,0,0
33,18086,20,18086,1,0
9,26656,7,208,0,0
