int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
34,501,37906,37906,0,0
10,38854,5969,797704192,0,0
30,10791,15,1,1,0
30,15248,21351,1,1,0
30,20204,14,1,1,0
26,920,24682,1,1,0
0,47657,43698,91355,0,0
30,56062,21123,1,1,0
26,19087,11,0,0,0
