int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
34,41799,64997,64997,0,0
31,35134,23,23,0,0
30,22601,55269,1,1,0
3,1007,12,1007,0,0
