int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
8,7,7,0,0,0
8,65535,1,32767,0,0
8,4294967295,1,4294967295,1,1
8,2147483648,2147483648,2147483648,1,1
8,31,31,0,0,0
8,12345,0,12345,0,0
9,0,0,0,1,1
9,1,0,1,0,0
