int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
8,34781,37798,543,0,0
0,42334,0,42334,0,0
30,20492,6445,1,1,0
34,49250,36800,49250,1,0
