int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
9,8964,48044,2,0,0
32,27112,10,10,0,0
27,30404,7,1,1,0
10,59782,8,15304192,0,0
