int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
2,35785,63873,29256,0,0
30,5882,10,1,1,0
33,63711,50538,63711,1,0
28,42711,24,1,1,0
