int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
30,2872,12763,1,1,0
29,49168,7503,0,0,0
27,9893,616,1,1,0
3,9130,10462,11262,0,0
