int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
10,15055,41625,2650800128,0,0
2,43065,20,43053,0,0
28,43734,16,1,1,0
32,53870,8293,8293,0,0
